Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Social contributions (% of revenue),GC.REV.SOCL.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.345686762820624,0.256423478216745,0.165905055735809,0.216556406197831,0.27128455928736,0.342916542052379,0.453452584259643,0.454965591241735,0.568655147617097,0.586901297794761,0.646586195446638,0.600920393634121,..,..,..,..
Social contributions (% of revenue),GC.REV.SOCL.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.0019690343441,20.7658540745488,17.0747166476854,12.4214672047108,..,..,..,16.5558099550454,16.9361077744624,17.5543227954843,..,..,..,..,..,..,17.0149857743332,17.5726974324546,18.8181485222949,19.4693505341724,18.9096278646621,20.56519645681,20.7426138335075,21.3865722661575,22.195218076721,23.8399391762431,..
Social contributions (% of revenue),GC.REV.SOCL.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Social contributions (% of revenue),GC.REV.SOCL.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Social contributions (% of revenue),GC.REV.SOCL.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Social contributions (% of revenue),GC.REV.SOCL.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.68434189505146E-05,1.87852401844986E-06,5.82229565484882E-06,0.0264271707277141,0.0117417747921691,0,0.00311921820826875,3.28035646345359,2.13992556016837,3.29498797838112,1.29552781804996,2.80544608719366,1.91721960502797,2.40670740243963,2.56230114679532,1.96336056045669,5.75459484633463,6.09996669329694,5.00193426291295,3.44101290288717,4.66165293168314,..,..
Social contributions (% of revenue),GC.REV.SOCL.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Social contributions (% of revenue),GC.REV.SOCL.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.5950442082327,44.4215530903328,47.3164562419609,37.3025829431663,36.8083521710157,34.8071274829176,29.9504657571301,27.368270411276,25.8627020428609,24.3044647172547,23.4222563056389,22.8402715311037,19.678291491537,16.2280570401266,16.5557606385361,17.4505649644846,19.433826752701,26.4020495129493,24.02195439319,28.9770737481959,28.306984863164,30.3497828604286,31.2223396268536,31.7523181946791,29.2376840944513,31.1406982010086,32.3220780680517,35.0715804198445,34.3623413293522,29.992522998056,31.9295446732101,..
Social contributions (% of revenue),GC.REV.SOCL.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.082448556199,14.2543232675329,14.8262017223638,12.666552810745,12.6315310828822,14.2432790431012,12.9238503075137,13.3840445298085,13.0790933541963,1.61983528844496,1.40949242625845,0.726236230955159,0,0,0,0,0,..
Social contributions (% of revenue),GC.REV.SOCL.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
