country_code,series_name,country_name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ARG,Social contributions (% of revenue),Argentina,23.4222563056389,22.8402715311037,19.678291491537,16.2280570401266,16.5557606385361,17.4505649644846,19.433826752701,26.4020495129493,24.02195439319,28.9770737481959,28.306984863164,30.3497828604286,31.2223396268536,31.7523181946791,29.2376840944513,31.1406982010086,32.3220780680517,35.0715804198445,34.3623413293522,29.992522998056
AUT,Social contributions (% of revenue),Austria,33.4102079998298,32.0158723603466,32.3045232652181,32.6673177324442,32.7196621395892,32.2249047164632,32.3135386171601,31.6892242999198,31.522197898278,32.3884424747129,32.4289586041156,32.3028662067275,32.1166934693972,32.381106030639,32.5564827151533,32.1977719536976,33.0707933201294,33.5578667615318,33.6590260060159,33.7364051636145
BLR,Social contributions (% of revenue),Belarus,35.451450121766,38.1040310657694,40.8828777573767,36.1205118869791,34.1473686297289,33.4207602676296,31.5380191099647,30.2867733703344,28.7185385189544,32.6080556053302,37.2393023038514,33.4038091747716,34.8595198269465,39.6073423451484,39.0614264594704,34.6394667678829,33.234223801528,31.5749421889543,31.1263871558835,33.386447036901
BEL,Social contributions (% of revenue),Belgium,33.422549562196,33.7996318088037,35.1346446273419,35.5092381985513,34.686559635349,34.181892247127,34.2933405366304,34.9205745573844,35.0436859390376,37.252196015184,35.8326755041673,35.5596955533545,35.0734295864406,34.8747519576674,34.6474573336301,36.1452194522513,36.4406871944159,35.81810115453,34.7957044424854,36.2782218948034
CRI,Social contributions (% of revenue),Costa Rica,33.3627828856031,33.1818144045472,33.2800665469988,32.3350639483348,31.8955073575385,31.8504724331434,30.5144885061864,29.9796454312559,30.7737574604187,33.5654699939363,35.3861393559924,35.6611209231664,35.5778747729623,35.5456930265673,36.0486990180216,34.5187043359399,34.5718793340949,36.0040475426314,33.8528951164137,33.779846704038
DNK,Social contributions (% of revenue),Denmark,5.47318445164348,5.41863868476772,4.0722196234246,4.04906162258017,3.71427388954609,3.40818764628386,3.31107315754552,2.9704948077455,2.92309801309648,3.04703824073287,3.0457900628415,3.01707716472279,2.72649202878498,2.43218426621339,2.22472463000114,2.33054877616661,2.27265479540097,2.14875414369165,2.1214623824488,1.95988203507768
DOM,Social contributions (% of revenue),Dominican Republic,4.87750056192403,4.39743668958842,4.23834609197367,3.00307364267345,0.654008625079662,0.741261400194113,1.32906882629227,1.22710103599131,1.7573662575142,2.57541510369027,3.03987096434522,1.68438029745845,1.58006012839676,1.49885015229151,1.95463564049687,2.03291764247101,1.86152818832144,1.5518688185869,1.49840037761973,1.38324888942107
SLV,Social contributions (% of revenue),El Salvador,12.4308817274364,12.986062986063,14.7784961166312,14.8996886890349,14.3653499097654,12.9311908302804,10.9183368232127,9.90949882120313,9.90277683787868,12.4477883688551,11.6417328590225,10.2061612513528,11.1646238268973,11.0033759912067,11.26728204054,11.568320513879,11.2306888150412,10.562171324399,9.67702915205032,11.1928116810183
FIN,Social contributions (% of revenue),Finland,28.7724222306184,30.49189140758,29.9158033332178,29.9708484984389,29.8288670734943,30.3880407124682,30.855466104883,30.3782522525055,30.5888893408724,33.6648178094821,33.9087947882736,32.5338711205555,33.5643004588664,33.1626251504366,33.2734222717262,33.515369400525,33.552307636879,32.308074651771,32.0122930140819,31.9600904794965
GRC,Social contributions (% of revenue),Greece,28.2334848196852,29.7426951591801,32.6548799312529,33.2994878380194,32.2922837422679,32.4121897414898,31.4214978337116,31.8822348020878,32.3691911135526,33.0387200648524,33.1232922545029,31.1615896158505,30.9560909809759,28.7567173481027,30.1344842684681,30.0534074967389,29.7001132772909,31.2976272165842,30.9734617606489,31.0764961699448
